,class1,Abstract,class1_id
1436,Pediatric Endocrinology,studies reported effects oncological treatment childhood cancer survivors evaluate determinants children adolescents years therapy brain tumors evaluated subjects since respectively respectively diagnosis astrocytic tumors medulloblastomas germinomas sellar tumours ependimomas respectively underwent cranial craniospinal patients underwent height tanner pubertal evaluations lunar prodigy score spine total endocrine defects diagnosed patients respectively deficient cohorts differed pubertal stage evaluation comparable cancer diagnosis cancer treatment score found cohort respectively respectively total score score respectively measures improved sellar astrocytic tumors worsened medulloblastomas skeletal sites reduced score moreover inversely score related decreased score skeletal sites persisting inverse relation score evaluation found multiple regression analyses showed predicted score tumor correction tumor predicted score correction covariates found brain tumors spine skeletal sites short stature diagnosis medulloblastoma appear determinants,10
1437,Pediatric Endocrinology,paediatric adrenal insufficiency disease treatment children especially younger children older children swallowing tablets difficult challenging licensed appropriate formulations hydrocortisone paediatricians compounded adult medication resulting inaccurate variable dosing consequently increase outcomes literature subject sparse given literature delphi panel technique better understanding outcomes patients paediatric specifically younger children likely benefit formulations objectives characterise current clinical treatmentpathway paediatric patients explore potential links treatment hydrocortisone patient outcomes interest explore impact accurate granular hydrocortisone dosing clinical outcomes healthcare resource usage methods multidisciplinary panel clinicians experience treating consulted including paediatric endocrinologists endocrinologists paediatricians physicians across europe rounds delphi utilised consensus recommended procedures conducting delphi surveys followed closed ended structured questions quantitative qualitative responses clinical outcomes interest included adrenal crises growth velocity hypoglycaemic episodes diabetes obesity precocious puberty mental depression learning abilities mortality quality patient carer additionally following resource aspects explored healthcare practitioner involvement amount visits testing wastage short survey three questions delphi participants sought third round necessary discuss granular hydrocortisone would impact compared current standard patients years results ongoing reported experts within seven european countries france germany italy netherlands spain sweden taken initial delphi rounds occurred round suggesting clinicians participate published information sparse follow survey determine final round ongoing results anticipated january presented conference discussion knowledge first comprehensive delphi panel focused paediatric important first elucidating treatment effects patient population,10
1438,Pediatric Endocrinology,disease eligible implemented programs scarce regarding benefit early diagnosis worldwide consensus recommendation policies frequency adverse outcomes related diagnosis though clinical means respective treatment costs never reported determine occurrence adverse outcomes costs large unscreened cohort first conduct comprehensive economic evaluation implementation methods calculated frequency adverse outcomes costs involved costs related standard therapy calculated since similar screened unscreened cohorts perspective national system casuistic retrospectively evaluated medical records classical patients followed center results cohort consisted patients female ratio indicates proportion patients especially males patients hyponatremic dehydration sodium level diagnosis hospitalization occurred cases mental impairment hyponatremia observed patients atypical genitalia recognized birth females prevented dehydrate wrong assignment birth occurred females decided parents maintained social total patient considering outcomes diagnosis around diagnosis females atypical genitalia recognized birth assigned social raised submitted virilizing internal external genitoplasty androgen replacement therapy important advanced found patients leuprorelin acetate block central precocious puberty growth hormone therapy improved final height patients preventable simple virilizers patient conclusion large unscreened cohort evidenced neonatal mortality morbidity absence consequences increase costs system furthermore absence early diagnosis could grounds unnecessary damages patients easily measurable,10
1439,Pediatric Endocrinology,context adrenarche refers prepubertal dehydroepiandrosterone sulfate dheas development functional adrenal reticularis clinical outcomes include onset axillary pubic point increased androgen production premature adrenarche prema harbinger adverse metabolic profiles adolescence adulthood insulin resistance polycystic ovary syndrome dheas androgenic activity bioactive androgens adrenarche prema poorly understood adrenal gland shown source testosterone unique oxygenated derivatives hydroxytestosterone ketotestosterone hypothesize adrenal androgens progression normal adrenarche prema methods serum obtained girls without prema quantified steroids remodeling occurring adrenal adrenarche might impact androgen synthetic potential performed immunohistochemistry steroidogenic enzymes cofactor hydroxysteroid dehydrogenase cytochrome adrenarche adrenals adrenals adrenarche androgen receptor activity nuclear translocation studies performed using arluc androgen responsive reporter results controls androgen precursors including dehydroepiandrosterone dheas androstenediol sulfate adiols hydroxyandrostenedione ketoandrostenedione increased onset adrenarche beyond adrenarche subjects exhibited concomitant adrenarche related shown potent agonists along using arluc cells circulating levels normal prepubertal girls immunostaining showed adrenarche related expansion elevated expression prema subjects showed significantly higher levels steroid sulfates measured matched controls elevated prema matched controls prema levels higher conclusions findings suggest adrenarche human adrenal attains higher synthetic capacity potent androgens expansion steroidogenic capacity amplified prema importantly increased circulating levels bioactive androgen likely responsible phenotypic changes normal adrenarche prema girls,10
1440,Pediatric Endocrinology,final height classical forms frequently chronic androgen exposure supraphysiological glucocorticoid doses could corroborate finding literature consensus according optimal regimen growth centers adjust according progesterone levels others androgen levels additionally scarce correlation doses reports included patients different regimens evaluate classical patients followed center since diagnosis correlate doses patients classical patients retrospectively evaluated patients diagnosed first weeks simple virilizers chronological patients presented hormonal molecular diagnosis classical forms received exclusively cortisone acetate growth periods wasters received fludrocortisone methods patients classified groups compliance compliance defined normal androstenedione testosterone levels according least annual measurements without suppressed levels remaining classified compliance compared groups respective target height daily doses calculated since diagnosis achievement correlation doses evaluated linear regression analysis results therapy achievement daily differ forms respectively sdsfh differ sdsth lower sdsfh significantly higher among patients sdsfh sdsth differ forms neither females males females reached males reached females reached males reached correlation cumulative doses conclusion discussion compliance patients adjusting cortisone acetate according androgen levels allowed normal achievement cumulative doses individually adjusted impact,10
1441,Pediatric Endocrinology,children classical congenital adrenal hyperplasia morbidity mortality infants toddlers prone hypoglycemia seizures cognitive impairment death adrenal crisis acute illness characterized cortisol aldosterone epinephrine deficiencies androgen excess hormone replacement initiated promptly acute illness avoid catastrophic dehydration vascular collapse shock death primary characterize frequency severity acute illnesses infants toddlers compared unaffected matched controls evaluated subjects stress hydrocortisone illness severity clinical presentation emergency department methods reviewed medical records subjects matched controls tertiary pediatric center frequency acute illness years examined illness symptoms including fever vomiting diarrhea along visits hospitalizations group administration route stress hydrocortisone abnormal electrolytes intravenous fluid regimens given recorded wilcoxon signed tests compare years versus years squared tests compare stress hydrocortisone administration abnormal electrolytes spearman correlations group comparisons symptoms illness related outcomes results compared controls young subjects frequent severe illnesses involving fever vomiting diarrhea increased visits hospitalizations except diarrhea intra subject comparison illness symptoms showed frequent vomiting diarrhea visits youth years versus years youth years times hospitalization events versus times abnormal electrolyte events versus compared years group abnormal electrolyte events subjects received intramuscular hydrocortisone injection caregiver conclusions young children greater frequent severe illness first years compared older children unaffected controls concern majority severely youth abnormal electrolytes receive critical hospital highlighting change hospital management patients,10
1442,Pediatric Endocrinology,testicular adrenal tumors known complication males congenital adrenal hyperplasia reported early school adulthood potential infertility later although three infants reported positive autopsy little remains known young males therefore current assessed prevalence scrotal ultrasound newborn infant toddler males presenting comprehensive center methods thirteen males classical hydroxylase deficiency scrotal ultrasounds linear array transducer prior years testes evaluated morphology blood particular emphasis examining presence lesions consistent newborn screen hydroxyprogesterone serum androgen testosterone androstenedione levels ultrasound recorded toddlers examined considered advanced chronological presented results nineteen ultrasounds performed first years three newborns scanned diagnosis males initial young infants months infant hormonal control initial ultrasound additional ultrasounds months males initial ultrasound toddlers years overall males least repeat ultrasound years average newborn screen participants california screen activation cohort range ultrasound large proportion males hormonal control males exhibiting considerably elevated toddlers advanced likely representing substantial exposure postnatal androgens detected screening ultrasounds normal testicular morphology blood noted studies conclusions present young males years classical settings expected drive birth hormonal control needed individual predisposition sensitivity ultrasound imaging detecting young males,10
1443,Pediatric Endocrinology,previously reported residual impairment quality measures children endogenous cushing syndrome however little known measures association disease severity described methods assess disease severity children cushing disease severity score circadian cortisol variation present investigated relationship disease severity scores outcome measures method prospective females children diagnosed prior treatment child questionnaire assess scores calculated physical psychosocial summary scores compared norms children severity assessed point index rating severity incorporates degree hypercortsiolemia glucose tolerance hypertension anthropomorphic measurements disease duration tumor characteristics calculated ratio plasma cortisol levels obtained early morning calculated samples taken previous night midnight lower value reflects greater degree cortisolemia results children active scores scores norms children score ratio negative correlation association found summary measures conclusion first report association disease severity disease burden children children active impaired addition higher disease severity measured poorer findings emphasize importance assessment children especially among tools useful assess disease severity burden pediatric clinical practice guide future management precautionary measures necessary alleviate negative outcomes tirosh paediatr gkourogianni pediatr,10
1444,Pediatric Endocrinology,introductionselective transsphenoidal microadenomectomy first treatment paediatric cushings disease corticotroph adenomas children often small difficult visualize aimed assess utility pituitary bilateral inferior petrosal sinus sampling bipss confirming diagnosis localisation adenoma report early experience stealth volumetric weighted contrast enhanced methods paediatric patients managed centre since children median bipss pituitary findings bipss surgery elsewhere inferior petrosal sinus peripheral plasma ratio ratio considered diagnostic central secretion inter petrosal sinus gradient considered positive lateralisation pituitary patient patients operative stealth recently introduced surgical planning results bipss correctly identified central production adenoma position cases conventional scanning identified pituitary lesion cases concordance position adenoma operative findings children following children remission serum cortisol bipss demonstrated correct adenoma position remission patients respectively patients additional stealth scans inconclusive conventional bipss findings patients stealth correctly identified position adenoma operative remission discussion bipss tolerated children performed experienced radiologist bipss achieves diagnosis central production paediatric although evidence adenoma position accurate microadenoma visualisation conventional scanning however stealth emerge improved technique pituitary imaging paediatric,10
1445,Pediatric Endocrinology,abstractbackground focal congenital hyperinsulinism cured resection focal often palpable pancreatic lesion surgical challenge minimise removal normal pancreatic tissue evaluate results intraoperative ultrasound guided tissue sparing pancreatic resection patients international expert centre methods retrospective patients treated odense university hospital denmark january march results consecutive patients persistent focal histology surgery patients paternal mutation focal lesion intraoperative ultrasound localise focal lesion patients including ectopic lesion duodenal remaining patients focal lesion localised visual inspection palpation median number frozen sections patient median surgery minutes tissue sparing pancreatic resection focal lesion enucleation local resection uncinate process performed eight patients resection pancreatic reconstruction three pancreatico gastrostomy reconstruction without reconstruction severe complications surgery hypoglycaemia patients pancreatic resections conclusion focal hypoglycaemia tissue sparing pancreatic resections possible intraoperative ultrasound helpful supplement mandatory genetics preoperative intraoperative frozen sections,10
1446,Pediatric Endocrinology,backgroundpheochromocytomas paragangliomas ppgls succinate dehydrogenase mutations prone malignant transformation ppgls often symptomatic extra adrenal likely bilateral potentially threatening pediatric population improved detection precise localization ppgls patients improve management prognosis purpose adult population dotatate shown superior radiotracers fdopa localizing related metastatic ppgls however performance dotatate pediatric related ppgls currently unknown hence assessed compared diagnostic performance dotatate anatomic imaging using detection related ppgls pediatric patients methods retrospective pediatric patients females males years mutations included initial diagnosis patients metastatic disease underwent dotatate refers lesion region patient detection rates calculated compared imaging modalities composite functional anatomic imaging studies served imaging comparator results imaging studies patients positive ppgls showing lesions anatomic regions imaging comparator lesion detection rates dotatate respectively lesion detection dotatate significantly higher compared region detection dotatate patient detection rates dotatate conclusionthis preliminary revealed superiority dotatate comparison localization related ppgls pediatric cohort detecting significantly lesions imaging modalities suggesting might considered first imaging modality population finding therapeutic interest dotatate avidity tumors utilized treatment peptide receptor radionuclide therapy using lutetium yttrium peptides somatostatin analogs,10
1447,Pediatric Endocrinology,pheochromocytomas paragangliomas pheos catecholamine secreting neuroendocrine tumors rarely diagnosed children usually found within spectrum hereditary syndromes however germline mutations susceptibility genes present pediatric patients without family history mutations known aggressive disease metastases studies involving pediatric patients mutations conducted clinical outcomes pediatric population harboring mutations insufficient clinical presentation disease course survival pediatric patients related evaluated patients mutations diagnosed patients identified national institutes registry january march demographic clinical including family history symptoms diagnosis plasma urine catecholamine levels imaging studies mutation status obtained medical records tumors classified according location adrenal extra adrenal tumor presentation initial diagnosis solitary multiple metastatic sixty patients mutations males females diagnosed median years majority displayed noradrenergic biochemical phenotype initially patients presented solitary tumors found extra adrenal location metastatic disease developed pediatric patients mutations within median timeframe years initial diagnosis patients metastases present diagnosis diagnosis metastatic disease development significantly shorter patients tumor compared tumors median years moreover analysis frequent mutations present cohort suggests nonsense point mutation might higher mortality estimated survival rates mutated patients diagnosed childhood adolescence respectively conclusions present confirmed mutations independent factor metastatic disease patients tumor sizes close follow warranted early detection metastatic lesions despite early development metastasis overall survival pediatric patients harboring mutation reference babic surgery,10
1448,Pediatric Endocrinology,david syndrome disorder characterized anterior pituitary hormone deficiencies common variable immunodeficiency mutation posterior pituitary hormone deficiencies described patients david syndrome clinical report patient presented recurrent sinopulmonary infections alopecia totalis subsequently diagnosed common variable immunodeficiency identified mutation instp variant paternally inherited mutation tnfrsf variant received subcutaneous immunoglobulin treatment hypogammaglobulinemia years deficiency previously reported mutations stimulation testing screening growth hormone thyrotropin deficiencies performed normal whole exome sequencing showed mutations years patient developed polyuria polydipsia first morning blood suggested diagnosis diabetes insipidus serum osmolality sodium urine osmolality water deprivation resulting weight confirmed diagnosis serum osmolality sodium urine osmolality responded ddavp consistent diabetes insipidus central origin repeat screening pituitary including deficiencies normal whole exome reanalysis showed mutations genes known diabetes insipidus hypopituitarism years failed stimulation testing extremely cortisol response evidence hyperpigmentation electrolyte abnormalities supporting diagnosis deficiency consistent previous reports patients mutations years patient continues ddavp hydrocortisone replacement growth thyroid function remain normal conclusion knowledge first report central diabetes insipidus patient mutation report extends evolving endocrine phenotype mutations beyond anterior pituitary deficiencies unless otherwise noted abstracts presented embargoed presentation endocrine society reserves right embargo specific abstracts selected promotion prior,10
1449,Pediatric Endocrinology,optic nerve hypoplasia congenital anomaly often midline brain defects presence portends pituitary hormone deficiencies asynchronous fashion temporal trend onset remains unclear ambiguity onset results variability recommendations frequency monitoring deficiencies examine onset frequency individual pediatric population design methods retrospective chart review patients years clinic rochester conducted patients included diagnosed ophthalmologist documentation pituitary hormone function least separate occasions least documented midline structural abnormality noted diagnosis based clinical biochemical evidence hormone deficiency hormone replacement descriptive statistics kaplan meier event analysis results thirty three patients females males specified inclusion criteria median follow years range years patients either bilateral unilateral multiple isolated present patients respectively remaining patients develop least follow years follow despite presence midline structural defect patients apparent structural pituitary infundibular abnormality developed median years diagnosis deficiencies respectively twenty percent identified neonatal period months months latest diagnosis deficiencies years respectively diabetes insipidus presented prior years patient isolated deficiency occur patient patients girls developed central precocious puberty years girls years patients girls treated delayed stalled puberty years girls years conclusions majority identified within first three years individual provider threshold diagnosing likely shifted diagnosis older group cohort evaluation diagnosis repeat assessment deficiencies every months years least annually growth development complete absence pituitary infundibular abnormality exclude future nothing disclose pjtsources support grant number,10
1450,Pediatric Endocrinology,objectivespou encodes member family transcription factors regulate development mutation known cause anterior pituitary hypoplasia growth hormone prolactin deficiency various degree hypothyroidism report three siblings presented growth failure central hypothyroidism since early infancy methodscase reportresultsthree siblings years history weight height appropriate gestational presented hypoglycemia jaundice breastfeeading period diagnosed deficiency received treatment levothyroxine prednisolone since early infancy referred hospital start treatment biosynthetic growth hormone female years deficiency suspected partial deficit gonadotropins received levothyroxine ethinyl estradiol levonogestrel final years deficiency received treatment levothyroxine growth hormone increased centimeters total treatment final years deficiency received treatment levothyroxine prednisolone growth hormone centimeters genetic performed three cases finding homozygous mutation progenitors carriers heterozygosis mutationconclusions mutations account combined pituitary hormone deficiency isolated deficiency clinical manifestation mutation include early growth failure short stature various degrees mental retardation characteristic facial features index suspicion mandatory early diagnosis replacement therapy hormones prevent serious complications patients,10
1451,Pediatric Endocrinology,congenital hypopituitarism including deficiency anterior pituitary hormones rarely observed combination severe joint contractures arthrogryposis schaaf syndrome shfyng phenotypic overlap prader willi syndrome arthrogryposis syndrome group linked disorders including hydrocephalus spasticity lower limbs present generalized contractures cases investigated molecular basis patients arthrogryposis methods whole exome sequencing performed individuals arthrogryposis patients patient growth hormone deficiency arthrogryposis patient dysmorphic features developmental delay optic nerve hypoplasia whilst patient hydrocephalus patients identical twins diabetes insipidus dysmorphism macrocephaly micrognathia optic nerve hypoplasia patient multiple pituitary hormone deficiency including insufficiency hyperprolactinaemia dysmorphic features hypothalamo pituitary expression implicated genes magel studied hybridization human embryonic tissue carnegie stages results heterozygous mutation maternally imprinted magel identified patients three unrelated pedigrees patients mutations magel shaaf shfyng syndrome disorder characterised hypotonia feeding difficulties infancy global developmental delay intellectual disability sleep apnea often arthrogryposis mutation reported patients previously described patient shfyng hemizygous variant known pathogenic patients syndrome identified patient hybridization revealed magel expressed developing hypothalamus ventral diencephalon rathke pouch expressed developing hypothalamus trigeminal ganglia rathke pouch stage conclusions report mutations magel unrelated pedigrees variable hypopituitarism arthrogryposis knowledge first reported association hypothalamo pituitary disease magel mutations respectively expression analysis supports genes hypothalamo pituitary development function suggest patients shfyng syndromes screened hypothalamo pituitary abnormalities,10
1452,Pediatric Endocrinology,congenital hypothalamo pituitary disorders including congenital hypopituitarism hypogonadotrophic hypogonadism frequently midline brain craniofacial abnormalities cleft palate absent hypoplastic corpus callosum septum pellucidum phenotypic severity ranges fatality holoprosencephaly septo optic dysplasia combined pituitary hormone deficiency isolated pituitary hormone deficiencies deficiency methods known causative genes routinely screened mutations patient cohort patient samples depending phenotype unique complex phenotypes forward whole exome genome sequencing homozygosity mapping followed generation sequencing control databases including browser consulted variants identified species conservation residue question analysed expression studies genes performed multiple developmental stages human embryonic tissue sections region related tissues followed functional studies variants results mutations identified patients including accounted respectively severe phenotypes variants kallmann syndrome genes identified patients included prokr variants combined pituitary hormone deficiency patients mutations present ghrhr mutations identified patients patients mutations genes patients mutation total pedigrees patients unique phenotypes performed revealed variants conclusions identified mutations patients phenotypic characterization functional studies continue essential validation variants genetic aetiology remains unknown majority cases search underlying genetic basis continues lengthy costly process whilst using sanger sequencing given phenotypic variability suggest targeted sequencing using microarrays generation sequencing forward identifying causative genetic variants techniques uncover genes pathways involved development maintenance hypothalamo pituitary region enable faster efficient genetic diagnosis patients,10
1453,Pediatric Endocrinology,acting recombinant human clinical development adults children deficiency designed compare efficacy safety weekly twice monthly every doses hybrid fused daily genotropin pediatric patients randomized label active controlled parallel conducted endocrinology centers countries europe korea among fifty pediatric subjects randomized subjects withdrew remaining subjects primary endpoint annualized height velocity calculated months treatment subjects randomly assigned receive either three doses weekly weekly twice monthly daily genotropin months annualized height velocity months treatment indicated comparable growth doses genotropin weekly twice montly daily genotropin respectively change height baseline months treatment comparable doses genotropin improvements weekly daily genotropin doses improvement twice monthly lipoatropy injection nodule formation observed safety profile immunogenicity comparable across treatment groups active comparator genotropin suggests tolerated pubertal pediatric patients efficacy demonstrated annualized height velocity months treatment showed potential weekly twice monthly administration,10
1454,Pediatric Endocrinology,acting hybrid fused development treat children adult patients deficiency develop population pharmacokinetic pharmacodyamic model insulin growth factor enables estimating levels identify optimal dosage regimen phase additionally optimal sampling times assessed subcutaneously administered weekly twice monthly every children years samples subject obtained determine serum concentrations single months treatment additional blood samples collected presumed level every three months dataset included concentrations levels population model developed using nonmem version development solutions hanover compartment linear model adequately described concentration profiles furthermore exposure response relationship explained indirect response model serum concentration stimulated order production sigmoid model subcutaneously administered rather slowly steadily absorbed absorption clearance adjusted adult maximum increase production concentration maximum effect model useful describe exposure response relationship pediatric patients deficiency profile consistent weekly twice monthly dosing interval optimal sampling administration estimation throughout treatment pediatric patients identified weekly twice monthly showed potential phase dosage regimen model defined explore effect covariate parameters,10
1455,Pediatric Endocrinology,diagnosis growth hormone deficiency typically requires determination subnormal growth hormone level following stimulation pharmacological agents although determination serum level usually evaluation children short stature studies indicate serum level useful prediction asked whether serum levels could exclude hence avoid stimulation determine standard deviation score serum accurately predicts normal secretion prepubertal children short stature methodsthis retrospective prepubertal children underwent stimulation evaluation short stature pediatric endocrinology clinic fifty three subjects girls included serum levels determined standard methodology levels converted standard deviation scores according chronological height serum levels determine following administration arginine statistics software version analysis receiver operating characteristic curve select diagnostic discrimination optimal benefit analysis diagnostic decision making resultsage range subjects years diagnosis established twenty patients patients ranged years curve measure serum standard deviation score distinguished normal serum standard deviation score according showed accuracy serum standard deviation score lower sensitivity specificity serum standard deviation score specificity sensitivity diagnosis growth hormone deficiency contrast subjects standard deviation score normal following pharmacologic stimulationconclusionsa serum level greater standard deviations patient excludes indicate serum level decision making regarding stimulation evaluation prepubertal children short stature,10
1456,Pediatric Endocrinology,clinical neonatal cholestasis promptly identify congenital hypopituitarism atypical etiology signs symptoms hypopituitarism nonspecific diagnosis often difficult exact mechanism hypopituitarism causes cholestasis unknown hypothesized cortisol growth hormone thyroid hormones implications physiopathology order prevent morbidity mortality hormonal deficiencies prompt diagnosis necessary methods analized clinical biochemical radiological characteristics children female diagnosed hypopytuitarism cholestasis months written informed consent obtained patients parents results patients first admitted department neonatal cholestasis discarded biliary atresia infections inborn errors metabolism presented recurrent hypoglycaemias endocrinological assessment showed multiple pituitary hormonal deficits central hypothyroidism diagnosed patients serum median normal normal slightly elevated serum levels median normal deficiency diagnosed patients basal plasma cortisol values median normal slightly elevated median normal diagnosis criteria growth hormone deficiency basal serum response hypoglycemia median plasma normal igfbp normal measured patients seven showed levels normal values failed response hypoglycemia igfbp patients presented normal values either response spontaneous hypoglycemia showed basal patients puberty range measured finding deficency testicle volume measured scores posterior pituitary hormone deficiency anatomical abnormalities pituitary found cerebral imaging alterations ophthalmologic evaluation hormone supplementation given cholestasis resolved developed chronic liver disease conclusions hypotituitarism always considered differential diagnosis neonatal cholestasis suspected coexists micropenis small undescended testes growth deficit midline defects optic nerve dysplasia hypoglycemia,10
1457,Pediatric Endocrinology,radiographic assessment skeletal maturity clinical utility evaluation growth disorders prediction adult height evaluating responses growth promoting treatments childhood skeletal maturation proceeds various tempos range results observed specified chronological standard deviation scores assist clinical interpretation placing context expected variability subject gender estimate function gender values calculation subjects longitudinal provides radiographs wrist interpretation using method subjects include girls birth years median number radiographs girls radiographs little secular trend observed birth prepubertal subjects modeled using linear spline function respectively assuming given follows normal distribution truncated models using general additive model location scale shape gamlss package truncated gamlss version observed variance increases example ranges girls girls suggests results using method expressed using calculated value place context number standard deviations expected gender,10
1458,Pediatric Endocrinology,previously shown short children idiopathic short stature isolated growth hormone deficiency significantly reduced pituitary volumes hypothesize better indicator growth diminished secretion compared growth hormone stimulation speculate siblings short stature likely similar etiologies underlying growth investigated efficacy identifying etiology determine better indicator growth patients methods methods database division pediatric endocrinology queried underwent subsequent results patients compared randomly selected normal patients division neuroradiology patients abnormalities excluded measured using ellipsoid formula lxwxh patients comprising families compared normal controls median respectively respectively divided three groups analysis consisted families consisted families consisted families results difference stratified difference years years difference stratified group individually significantly smaller compared normal controls respectively small pituitary glands failed conclusion demonstrates genetically similar children small pituitary glands better marker growth speculate measure chronic secretion measure acute secretion furthermore chronic secretion underlies explain better indicator growth suggests better standard criteria treatment short children,10
1459,Pediatric Endocrinology,adherence treatment growth hormone known affect final growth clinical outcomes adherence always difficult monitor usually assessed patient testimony prescription records easypod electromechanical injection device unique electronically recording transmitting accurate records injected patients receiving treat growth disorders device works easypod connect platform allow healthcare professionals access assess adherence purpose analysis evaluate world adherence therapy different patient groups administered easypod different points months categorised intermediate adherence materials methods records patients prescribed saizen using easypod autoinjector transmitting ehealth platform easypod connect countries analysed injection registered easypod analysed exclude training injections adherence calculated injected prescribed dosage frequency easypod settings defined healthcare adherence according gender assessed seven points month according duration patient treatment within puberty points years girls years results overall patients recorded injections medium adherence categories respectively month among patients month values analysis distribution patients different adherence categories gender different points showed different pattern slightly greater proportion girls adherence analysis distribution patients different adherence categories group gender revealed different patterns showing younger children adherent older pattern noted medium adherence adherence category perhaps patient numbers conclusions administration easypod adherence treatment maintained adherence slightly better girls genders reduction adherence increasing needed movement patients among adherence categories,10
1460,Pediatric Endocrinology,adherence growth hormone treatment leads significantly lower growth response recently shown children participating easypodtm connect observational phase label started countries continuously assess world adherence easypodtm electronic delivery device physician entry clinical characteristics aimed explore subgroups relatively adherence hypothesized clinical characteristics impact adherence selected children deficiency turner syndrome small gestational known target height complete growth adherence first second years recursive partitioning classification cross validation explore subgroups relatively adherence first second years treatment subgroups explored start treatment indication weight standard deviation score height without adjustment giving injections parents child without supervision nurse marital status married cohabiting separated divorced single widowed parental employment status employed unemployed recursive partitioning adherence first outcome resulted subgroups relatively adherence treatment children performed majority injections start treatment adherence children performed majority injections weight start treatment adherence children missing factors adherence recursive partitioning adherence second outcome resulted subgroup children relatively adherence treatment children start treatment adherence children start treatment adherence factors impact final trees conclusions using automated continuous assessment adherence allowed define subgroups children relatively adherence treatment patient adherence support programs account person gives majority injections child weight start treatment improve adherence subsequent clinical outcomes,10
1461,Pediatric Endocrinology,genetics neuroendocrinology short stature international genesis pediatric treatment enrolled patients providing important safety effectiveness genesis afforded insights prescribing practices patient characteristics using patients entry baseline start patient treatment characteristics assessed enrollment means calculated diagnostic groups deficiency idiopathic short stature turner syndrome deficiency small gestational geographic region diagnoses combined pacific eastern europe japan western europe appropriate pearson correlation coefficients values calculated trends considered statistically total enrollment patients proportions diagnoses ratio remained consistent diagnosis cumulative girls baseline height standard deviation score significantly increased diagnoses small statistically trends increases observed initial diagnosis start index negative trends observed decreasing diagnosis decreasing baseline decreasing baseline discernible trend stimulation either apart height start increased eastern europe japan western europe respectively clinically trends affecting majority regions however trends observed individual regions initial increased pacific modestly western europe baseline decreased eastern europe decreased pacific increased eastern europe trend towards gender parity region slight trend towards greater proportion summary notable trend observed enrollment greater baseline height diagnoses geographic regions except pacific suggest treatment provided patients severe growth disorders reflecting likely referral patient advocacy regulatory socioeconomic changes,10
1462,Pediatric Endocrinology,american norditropin studies enabled answer program initiated based interventional designed collect information effectiveness safety norditropin patients enrolled discretion treating physicians september pediatric patients included outcomes assessed children diagnoses growth hormone deficiency small gestational turner syndrome noonan syndrome prader willi syndrome idiopathic short stature methods patient information entered participating physicians using based entry total children eligible analysis entry change baseline height standard deviation scores attainment adult height analyzed pediatric population based availability follow results common diagnosis total population followed girls enrolled greatest proportions girls among patients proportionally girls start treatment years patients generally lower patients diagnostic categories overall average treatment across range however lower duration treatment follow within years baseline equal indications exception continuous increases towards normal range observed greatest patients greatest observed change greatest baseline observed patients started treatment earlier female years years compared intermediate female years years girls years years limited observations available determine effects start treatment outcomes conclusions answer shows greatest height observed first years treatment pediatric indications earlier treatment appears better height outcomes answer provides source future safety effectiveness analyses,10
1463,Pediatric Endocrinology,evaluate final adult height recombinant growth hormone treatment girls turner syndrome predictors growth response method seventy patients turner syndrome treated reached adult height enrolled determine final height assessed difference final height standard deviation score height start treatment addition difference final height predicted adult height start treatment assessed results therapy started years turner patients duration therapy years height start treatment height patients treated reached adult height final height difference final adult height predicted adult height final height found positive correlation height start treatment parental height addition final height influenced confounding variables duration therapy chronological start treatment karyotype height found positive correlation height start treatment start treatment chronological duration therapy conclusion demonstrate therapy seems effective improving final height height turner syndrome early intervention patients seems necessary final height,10
1464,Pediatric Endocrinology,turner syndrome mainly characterized short stature gonadal dysgenesis without intervention adult heights patients general populationthis evaluate growth outcome growth hormone therapy patients department twenty eight girls fulfilled treatment requirements national insurance received daily injection dosage median years years estrogen started median years pacing replacement depended therapy turner height projected adult height estimated method statistical analysis conducted using wilcoxon signed ranks compare growth velocity first three years multiple gamma regression models asses factors outcome median final height height first median significantly higher second third respectively significantly correlated duration treatment initial height first third growth velocity replacement significantly related therapy group median significantly taller patient fragment median significantly different mosaic group median concluded effective patients regardless start therapy however karyotype contribute factor influence effect nothing disclose ycsources support,10
1465,Pediatric Endocrinology,children short stature etiology remains unknown exome sequencing powerful discover monogenic causes short stature subject month presented proportionate short stature appropriate weight length gestational history delayed gross motor skills delayed speech development parents brother heights normal greater percentile physical examination showed short stature normal circumference shorter height normal sitting standing height ratio normal dysmorphic features included large mildly arched palate scoliosis bilateral clinodactyly delayed years routine laboratory evaluations short stature karyotype noonan panel chromosomal microarray fragile testing normal results exome sequencing confirmed sanger sequencing proband parents brother revealed heterozygous nonsense variant qrich proband identified variant found large database gnomad highly constrained culture identified nonsense mutation impaired expression qrich protein sirna mediated knockdown qrich primary epiphyseal chondrocytes caused downregulation expression hypertrophic differentiation normal mouse embryos hybridization showed qrich signal prefrontal cortex maxilla mandible limbs conclusion identified heterozygous nonsense mutation qrich patient short stature developmental delay found evidence mutation impairs hypertrophic differentiation growth plate chondrocytes process necessary normal linear growth recently mutations qrich reported three unrelated patients developmental delay stature either normal taken together findings suggest heterozygous truncating mutations qrich cause syndrome short stature developmental delay individual variability cardinal clinical features,10
